	callSign	lat	lon	maiden	freq	qso_date	mode	mylat	mylon
923	N2MM	39.791666666666664	-74.75	FM29pt	7.243	20170917	SSB	40.083333333333336	-77.08333333333333
924	KE2R	41.083333333333336	-74.58333333333333	FN21rc	7.195	20170917	SSB	40.083333333333336	-77.08333333333333
925	N0FN	43.291666666666664	-91.66666666666667	EN43eh	7.212	20170917	SSB	40.083333333333336	-77.08333333333333
926	K1RX	42.875	-71.0	FN42mv	7.229	20170917	SSB	40.083333333333336	-77.08333333333333
927	W8TAM	42.25	-83.83333333333333	EN82cg	7.239	20170917	SSB	40.083333333333336	-77.08333333333333
928	KC0JUO	42.0	-93.75	EN32da	7.218	20170917	SSB	40.083333333333336	-77.08333333333333
929	N1FD	42.708333333333336	-71.5	FN42gr	7.182	20170917	SSB	40.083333333333336	-77.08333333333333
930	W6N	37.041666666666664	-94.5	EM27sb	14.265	20170916	SSB	40.083333333333336	-77.08333333333333
931	W6P	38.5	-90.5	EM48sm	3.838	20170916	SSB	40.083333333333336	-77.08333333333333
932	W6T	35.25	-112.25	DM35vg	14.283	20170916	SSB	40.083333333333336	-77.08333333333333
933	IZ2DPX	45.708333333333336	9.083333333333334	JN45nr	14.253	20170912	SSB	40.083333333333336	-77.08333333333333
934	9H5BZ	36.041666666666664	14.166666666666666	JM76cb	14.276	20170912	SSB	40.083333333333336	-77.08333333333333
935	LB4T	59.625	10.583333333333334	JO59hp	18.102	20170910	FT8	40.083333333333336	-77.08333333333333
936	OH2XX	60.25	25.083333333333332	KP20ng	18.1	20170910	FT8	40.083333333333336	-77.08333333333333
937	SM4DHF	83.0	174.0	RR73	18.101	20170910	FT8	40.083333333333336	-77.08333333333333
938	EU7A	53.875	30.333333333333332	KO53ev	18.101	20170910	FT8	40.083333333333336	-77.08333333333333
939	WB0SFT	38.958333333333336	-94.66666666666667	EM28qx	14.256	20170910	SSB	40.083333333333336	-77.08333333333333
940	WA6SXU	33.833333333333336	-118.16666666666667	DM03wu	7.075	20170910	FT8	40.083333333333336	-77.08333333333333
941	WE7P	47.208333333333336	-122.5	CN87sf	7.074	20170910	FT8	40.083333333333336	-77.08333333333333
942	K3QY	40.791666666666664	-79.5	FN00gt	3.85	20170909	SSB	40.083333333333336	-77.08333333333333
943	K8FH	41.25	-82.0	EN91ag	7.218	20170909	SSB	40.083333333333336	-77.08333333333333
944	K8IYO	39.208333333333336	-83.75	EM89df	7.228	20170909	SSB	40.083333333333336	-77.08333333333333
945	N9M	38.958333333333336	-85.25	EM78jx	7.28	20170909	SSB	40.083333333333336	-77.08333333333333
946	K8RGI	41.333333333333336	-81.66666666666667	EN91ei	7.214	20170909	SSB	40.083333333333336	-77.08333333333333
947	W8DGN	39.625	-84.08333333333333	EM79xp	7.215	20170909	SSB	40.083333333333336	-77.08333333333333
948	WS5W	33.333333333333336	-96.66666666666667	EM13qi	3.574	20170909	FT8	40.083333333333336	-77.08333333333333
949	N2LEE	38.958333333333336	-77.41666666666667	FM18hx	1.841	20170909	FT8	40.083333333333336	-77.08333333333333
950	KS4OT	33.375	-83.33333333333333	EM83ij	1.841	20170909	FT8	40.083333333333336	-77.08333333333333
951	N3BUS	39.875	-76.25	FM19vv	7.075	20170909	FT8	40.083333333333336	-77.08333333333333
952	S57DX	45.958333333333336	14.25	JN75dx	14.267	20170907	SSB	40.083333333333336	-77.08333333333333
953	KD3KO	41.0	-78.5	FN01sa	3.8	20170904	SSB	40.083333333333336	-77.08333333333333
954	TI4DJ	10.041666666666666	-84.16666666666667	EK70wb	7.075	20170904	FT8	40.083333333333336	-77.08333333333333
955	AH6FF	40.75	-80.33333333333333	EN90us	7.075	20170904	FT8	40.083333333333336	-77.08333333333333
956	AB4GG	35.166666666666664	-85.08333333333333	EM75le	7.269	20170903	SSB	40.083333333333336	-77.08333333333333
957	KC4NX	35.625	-84.16666666666667	EM75wp	7.22	20170903	SSB	40.083333333333336	-77.08333333333333
958	KA8GOV	39.708333333333336	-84.16666666666667	EM79wr	7.275	20170903	SSB	40.083333333333336	-77.08333333333333
959	W8TAM	42.25	-83.83333333333333	EN82cg	7.263	20170903	SSB	40.083333333333336	-77.08333333333333
960	EI4GZB	53.291666666666664	-6.416666666666667	IO63th	14.074	20170902	FT8	40.083333333333336	-77.08333333333333
961	EI4GZB	53.0	-8.0	IO63	14.074	20170902	FT8	40.083333333333336	-77.08333333333333
962	CT2KCK	39.0	-10.0	IM59	14.074	20170902	FT8	40.083333333333336	-77.08333333333333
963	CT2KCK	39.25	-9.333333333333334	IM59ig	14.074	20170902	FT8	40.083333333333336	-77.08333333333333
964	XE1UYS	19.916666666666668	-96.91666666666667	EK19nw	18.1	20170902	FT8	40.083333333333336	-77.08333333333333
965	XE1UYS	19.0	-98.0	EK19	18.101	20170902	FT8	40.083333333333336	-77.08333333333333
966	EA8AQV	28.125	-15.666666666666666	IL28ed	18.1	20170902	FT8	40.083333333333336	-77.08333333333333
967	EA8AQV	28.0	-16.0	IL28	18.1	20170902	FT8	40.083333333333336	-77.08333333333333
968	HI8JSG	18.458333333333332	-70.0	FK58al	18.1	20170902	FT8	40.083333333333336	-77.08333333333333
969	HI8JSG	18.458333333333332	-70.0	FK58al	18.101	20170902	FT8	40.083333333333336	-77.08333333333333
970	WD5F	27.041666666666668	-82.25	EL87vb	18.148	20170902	SSB	40.083333333333336	-77.08333333333333
971	WD5F	27.0	-84.0	EL87	18.149	20170902	SSB	40.083333333333336	-77.08333333333333
972	OE3UKW	48.0	16.0	JN88	14.075	20170902	FT8	40.083333333333336	-77.08333333333333
973	IV3DXW	45.0	12.0	JN65	14.074	20170902	FT8	40.083333333333336	-77.08333333333333
974	KE0ATA	42.0	-84.0	EN82	14.075	20170902	FT8	40.083333333333336	-77.08333333333333
975	EA3KY	41.0	0.0	JN01	14.0747	20170902	FT8	40.083333333333336	-77.08333333333333
976	EA3KY	41.125	1.1666666666666667	JN01od	14.074	20170902	FT8	40.083333333333336	-77.08333333333333
977	MW0CSO	53.166666666666664	-3.0	IO83me	14.074	20170902	FT8	40.083333333333336	-77.08333333333333
978	MW0CSO	53.0	-4.0	IO83	14.0754	20170902	FT8	40.083333333333336	-77.08333333333333
979	GM0KWW	55.25	-4.916666666666667	IO75ng	14.074	20170902	FT8	40.083333333333336	-77.08333333333333
980	GM0KWW	55.0	-6.0	IO75	14.0748	20170902	FT8	40.083333333333336	-77.08333333333333
981	PY7ZZ	-9.0	-36.0	HI21	7.0756	20170902	FT8	40.083333333333336	-77.08333333333333
982	PY7ZZ	-8.041666666666666	-34.916666666666664	HI21nx	7.074	20170902	FT8	40.083333333333336	-77.08333333333333
983	VA3HP	42.0	-82.0	EN92	3.5743	20170902	FT8	40.083333333333336	-77.08333333333333
984	EA6BH	39.416666666666664	2.75	JM19jk	7.074	20170827	FT8	40.083333333333336	-77.08333333333333
985	EA6BH	39.0	2.0	JM19	7.0758	20170827	FT8	40.083333333333336	-77.08333333333333
986	YY7RCV	11.0	-64.0	FK81	7.0757	20170827	FT8	40.083333333333336	-77.08333333333333
987	W0JMP	44.0	-94.0	EN34	7.0752	20170827	FT8	40.083333333333336	-77.08333333333333
988	KA4DOC	31.0	-86.0	EM71	7.0745	20170827	FT8	40.083333333333336	-77.08333333333333
989	KK4ISJ	35.0	-80.0	FM05	3.5742	20170827	FT8	40.083333333333336	-77.08333333333333
990	K7YCH	48.0	-124.0	CN88	3.5742	20170827	FT8	40.083333333333336	-77.08333333333333
991	W4CHI	35.0	-80.0	FM05	3.5736	20170827	FT8	40.083333333333336	-77.08333333333333
992	CO2JD	23.041666666666668	-82.5	EL83sb	3.573	20170827	FT8	40.083333333333336	-77.08333333333333
993	CO2JD	23.0	-84.0	EL83	3.5736	20170827	FT8	40.083333333333336	-77.08333333333333
994	ZS6WN	-24.0	28.0	KG46	7.0761	20170827	FT8	40.083333333333336	-77.08333333333333
995	ON3MK	51.0	4.0	JO21	7.0751	20170826	FT8	40.083333333333336	-77.08333333333333
996	N4HAI	40.0	-84.0	EN80	7.0748	20170826	FT8	40.083333333333336	-77.08333333333333
997	KF8YO	38.958333333333336	-83.25	EM88jx	1.841	20170823	FT8	40.083333333333336	-77.08333333333333
998	KF8YO	38.0	-84.0	EM88	1.8418	20170823	FT8	40.083333333333336	-77.08333333333333
999	K1HTV	38.625	-78.0	FM18ap	1.8415	20170823	FT8	40.083333333333336	-77.08333333333333
1000	N2IDW	39.0	-76.0	FM29	1.8419	20170823	FT8	40.083333333333336	-77.08333333333333
1001	N1UZ	42.0	-72.0	FN42	1.8415	20170823	FT8	40.083333333333336	-77.08333333333333
1002	CO2YQ	23.0	-84.0	EL83	14.0752	20170821	FT8	40.083333333333336	-77.08333333333333
1003	K3JT	39.583333333333336	-80.08333333333333	EM99xo	3.813	20170820	SSB	40.083333333333336	-77.08333333333333
1004	ND8DX	41.041666666666664	-80.58333333333333	EN91rb	3.837	20170820	SSB	40.083333333333336	-77.08333333333333
1005	WW4LL	33.458333333333336	-84.66666666666667	EM73ql	3.818	20170820	SSB	40.083333333333336	-77.08333333333333
1006	W9RE	39.625	-86.08333333333333	EM69xp	3.815	20170820	SSB	40.083333333333336	-77.08333333333333
1007	W9PA	40.0	-86.16666666666667	EN60wa	3.813	20170820	SSB	40.083333333333336	-77.08333333333333
1008	N8II	39.375	-77.83333333333333	FM19cj	3.808	20170820	SSB	40.083333333333336	-77.08333333333333
1009	W4EE	28.0	-80.66666666666667	EL98qa	7.213	20170820	SSB	40.083333333333336	-77.08333333333333
1010	K0UK	39.0	-108.58333333333333	DM59ra	7.194	20170820	SSB	40.083333333333336	-77.08333333333333
1011	NA3D	39.166666666666664	-77.33333333333333	FM19ie	7.192	20170820	SSB	40.083333333333336	-77.08333333333333
1012	KN4FRG	38.0	-92.25	EM38va	7.263	20170820	SSB	40.083333333333336	-77.08333333333333
1013	WA2CP	40.583333333333336	-74.16666666666667	FN20wo	3.842	20170820	SSB	40.083333333333336	-77.08333333333333
1014	K4OWR	35.958333333333336	-84.66666666666667	EM75qx	3.835	20170820	SSB	40.083333333333336	-77.08333333333333
1015	W6LWG	38.5	-78.16666666666667	FM08wm	3.805	20170820	SSB	40.083333333333336	-77.08333333333333
1016	KW3A	39.916666666666664	-75.33333333333333	FM29iw	3.855	20170820	SSB	40.083333333333336	-77.08333333333333
1017	W3IUU	39.0	-77.08333333333333	FM19la	3.852	20170820	SSB	40.083333333333336	-77.08333333333333
1018	K9KE	41.875	-88.0	EN61av	3.832	20170820	SSB	40.083333333333336	-77.08333333333333
1019	W1TJL	42.0	-72.91666666666667	FN32na	3.828	20170820	SSB	40.083333333333336	-77.08333333333333
1020	W3EP	41.625	-72.25	FN31vp	3.821	20170820	SSB	40.083333333333336	-77.08333333333333
1021	WX3B	39.666666666666664	-77.16666666666667	FM19kq	3.817	20170820	SSB	40.083333333333336	-77.08333333333333
1022	ND4Y	36.833333333333336	-83.33333333333333	EM86iu	3.843	20170820	SSB	40.083333333333336	-77.08333333333333
1023	W4ML	37.666666666666664	-78.08333333333333	FM07xq	3.843	20170820	SSB	40.083333333333336	-77.08333333333333
1024	NN4JM	38.25	-79.0	FM08mg	3.843	20170820	SSB	40.083333333333336	-77.08333333333333
1025	WV8DOH	39.0	-82.0	EM99	7.0751	20170813	FT8	40.083333333333336	-77.08333333333333
1026	WP4JLU	18.0	-68.0	FK68	7.0745	20170730	FT8	40.083333333333336	-77.08333333333333
1027	WE4X	35.0	-88.0	EM65	14.0746	20170730	FT8	40.083333333333336	-77.08333333333333
1028	KJ4JEK	35.0	-88.0	EM65	10.1368	20170730	FT8	40.083333333333336	-77.08333333333333
1029	KC2MBV	40.0	-74.0	FN30	3.5742	20170730	FT8	40.083333333333336	-77.08333333333333
1030	VA3MJR	43.0	-80.0	FN03	7.0752	20170730	FT8	40.083333333333336	-77.08333333333333
1031	AI5II	31.0	-86.0	EM71	7.0745	20170730	FT8	40.083333333333336	-77.08333333333333
1032	N4GAB	38.0	-84.0	EM88	7.0752	20170730	FT8	40.083333333333336	-77.08333333333333
1033	AD0HJ	46.0	-96.0	EN26	14.0751	20170730	FT8	40.083333333333336	-77.08333333333333
1034	W1OP	41.791666666666664	-71.5	FN41gt	7.25	20170729	SSB	40.083333333333336	-77.08333333333333
1035	KB1FRW	44.375	-73.0	FN34mj	14.242	20170729	SSB	40.083333333333336	-77.08333333333333
1036	W4KJ	33.791666666666664	-84.41666666666667	EM73tt	14.254	20170729	SSB	40.083333333333336	-77.08333333333333
1037	N1STN	44.375	-69.16666666666667	FN54kj	14.226	20170729	SSB	40.083333333333336	-77.08333333333333
1038	VX3150	43.708333333333336	-81.0	EN93mr	14.276	20170729	SSB	40.083333333333336	-77.08333333333333
1039	AC9PG	44.416666666666664	-88.08333333333333	EN54xk	14.284	20170729	SSB	40.083333333333336	-77.08333333333333
1040	K1GJY	43.5	-70.5	FN43sm	14.261	20170729	SSB	40.083333333333336	-77.08333333333333
1041	W1NVT	44.458333333333336	-73.08333333333333	FN34ll	14.239	20170729	SSB	40.083333333333336	-77.08333333333333
1042	W5FMH	29.25	-95.58333333333333	EL29fg	14.237	20170729	SSB	40.083333333333336	-77.08333333333333
1043	N2MUN	40.666666666666664	-73.41666666666667	FN30hq	14.257	20170729	SSB	40.083333333333336	-77.08333333333333
1044	W4KJ	33.791666666666664	-84.41666666666667	EM73tt	14.254	20170729	SSB	40.083333333333336	-77.08333333333333
1045	W3HMS	40.208333333333336	-77.0	FN10mf	50.313	20170728	FT8	40.083333333333336	-77.08333333333333
1046	W3HMS	40.0	-78.0	FN10	50.3138	20170728	FT8	40.083333333333336	-77.08333333333333
1047	WI9D	43.875	-89.5	EN53gv	7.074	20170728	FT8	40.083333333333336	-77.08333333333333
1048	WI9D	43.0	-90.0	EN53	7.0745	20170728	FT8	40.083333333333336	-77.08333333333333
1049	VA3VF	45.458333333333336	-75.58333333333333	FN25fl	7.074	20170728	FT8	40.083333333333336	-77.08333333333333
1050	VA3VF	45.0	-76.0	FN25	7.0752	20170728	FT8	40.083333333333336	-77.08333333333333
1051	F4GFP	45.375	0.75	JN05jj	7.074	20170723	JT65	40.083333333333336	-77.08333333333333
1052	F4GFP	45.0	0.0	JN05	7.0753	20170723	FT8	40.083333333333336	-77.08333333333333
1053	KK4HEG	35.375	-81.33333333333333	EM95ij	7.074	20170723	JT65	40.083333333333336	-77.08333333333333
1054	KK4HEG	35.0	-82.0	EM95	7.0759	20170723	FT8	40.083333333333336	-77.08333333333333
1055	KN4AEV	34.666666666666664	-87.83333333333333	EM64cq	14.074	20170723	JT65	40.083333333333336	-77.08333333333333
1056	KN4AEV	34.0	-88.0	EM64	14.075	20170723	FT8	40.083333333333336	-77.08333333333333
1057	EA7AH	37.125	-6.916666666666667	IM67nd	7.074	20170723	JT65	40.083333333333336	-77.08333333333333
1058	EA7AH	37.0	-8.0	IM67	7.0756	20170723	FT8	40.083333333333336	-77.08333333333333
1059	N9DFD	33.583333333333336	-84.25	EM73vo	7.074	20170723	JT65	40.083333333333336	-77.08333333333333
1060	N9DFD	33.0	-86.0	EM73	7.0753	20170723	FT8	40.083333333333336	-77.08333333333333
1061	VA3WNO	43.666666666666664	-79.33333333333333	FN03iq	7.074	20170723	JT65	40.083333333333336	-77.08333333333333
1062	VA3WNO	43.0	-80.0	FN03	7.0754	20170723	FT8	40.083333333333336	-77.08333333333333
1063	G0JEI	53.0	-2.0	IO93	7.0778	20170716	JT65	40.083333333333336	-77.08333333333333
1064	EA7DGC	37.166666666666664	-5.833333333333333	IM77ce	7.076	20170716	JT65	40.083333333333336	-77.08333333333333
1065	PY2DPM	-24.0	-46.416666666666664	GG66ta	7.076	20170716	JT65	40.083333333333336	-77.08333333333333
1066	PY2DPM	-24.0	-48.0	GG66	7.0766	20170716	JT65	40.083333333333336	-77.08333333333333
1067	DG1DJK	53.125	8.916666666666666	JO43ld	7.076	20170716	JT65	40.083333333333336	-77.08333333333333
1068	DG1DJK	53.0	8.0	JO43	7.0772	20170716	JT65	40.083333333333336	-77.08333333333333
1069	HB9FAX	46.0	8.0	JN46	7.0781	20170716	JT65	40.083333333333336	-77.08333333333333
1070	IK3OGN	45.0	10.0	JN55	7.0775	20170716	JT65	40.083333333333336	-77.08333333333333
1071	IK3OGN	45.375	11.833333333333334	JN55wj	7.076	20170716	JT65	40.083333333333336	-77.08333333333333
1072	KB2RAW	42.0	-76.0	FN22	3.5772	20170716	JT65	40.083333333333336	-77.08333333333333
1073	NU1AW	41.666666666666664	-72.75	FN31pq	7.203	20170709	SSB	40.083333333333336	-77.08333333333333
1074	W6UE	34.125	-118.16666666666667	DM04wd	7.208	20170709	SSB	40.083333333333336	-77.08333333333333
1075	EF1W	43.333333333333336	-5.916666666666667	IN73bi	7.182	20170709	SSB	40.083333333333336	-77.08333333333333
1076	K5TR	30.208333333333332	-98.33333333333333	EM00uf	7.179	20170709	SSB	40.083333333333336	-77.08333333333333
1077	W5FMH	29.25	-95.58333333333333	EL29fg	7.18	20170709	SSB	40.083333333333336	-77.08333333333333
1078	N7MZW	41.125	-104.83333333333333	DN71od	7.245	20170709	SSB	40.083333333333336	-77.08333333333333
1079	W6AFA	34.125	-118.41666666666667	DM04td	7.183	20170709	SSB	40.083333333333336	-77.08333333333333
1080	IR4X	44.458333333333336	11.166666666666666	JN54ol	7.199	20170709	SSB	40.083333333333336	-77.08333333333333
1081	AF6JO	32.666666666666664	-117.08333333333333	DM12lq	7.076	20170703	JT65	40.083333333333336	-77.08333333333333
1082	PY2MR	-23.5	-46.916666666666664	GG66nm	7.076	20170703	JT65	40.083333333333336	-77.08333333333333
1083	F6HUK	46.666666666666664	0.08333333333333333	JN06bq	7.076	20170703	JT65	40.083333333333336	-77.08333333333333
1084	M0ABG	52.5	1.6666666666666667	JO02um	7.076	20170703	JT65	40.083333333333336	-77.08333333333333
1085	IZ5OQJ	44.0	11.333333333333334	JN54qa	7.076	20170703	JT65	40.083333333333336	-77.08333333333333
1086	W1G	31.833333333333332	-85.16666666666667	EM71ku	7.265	20170701	SSB	40.083333333333336	-77.08333333333333
1087	AI5II	31.833333333333332	-85.16666666666667	EM71ku	7.076	20170613	JT65	40.083333333333336	-77.08333333333333
1088	AI5II	31.0	-86.0	EM71	7.0777	20170613	JT65	40.083333333333336	-77.08333333333333
1089	UW5KW	50.5	26.166666666666668	KO30cm	7.076	20170612	JT65	40.083333333333336	-77.08333333333333
1090	N3LQC	40.0	-82.0	EN90	7.0767	20170606	JT65	40.083333333333336	-77.08333333333333
1091	N3LQC	40.625	-80.16666666666667	EN90wp	7.076	20170606	JT65	40.083333333333336	-77.08333333333333
1092	KB9EKA	39.791666666666664	-86.33333333333333	EM69ut	7.076	20170606	JT65	40.083333333333336	-77.08333333333333
1093	KM4SVF	36.083333333333336	-85.58333333333333	EM76fc	7.076	20170604	JT65	40.083333333333336	-77.08333333333333
1094	K0H	38.833333333333336	-91.08333333333333	EM48lu	7.233	20170530	SSB	40.083333333333336	-77.08333333333333
1095	N8JRP	42.083333333333336	-83.33333333333333	EN82ic	7.072	20170530	PSK31	40.083333333333336	-77.08333333333333
1096	K9EID	37.458333333333336	-93.33333333333333	EM37il	7.176	20170529	SSB	40.083333333333336	-77.08333333333333
1097	KD8VES	44.375	-84.0	EN84aj	7.073	20170524	PSK31	40.083333333333336	-77.08333333333333
1098	CF3MBT	44.208333333333336	-76.58333333333333	FN14rf	7.072	20170524	PSK31	40.083333333333336	-77.08333333333333
1099	KE7CCR	44.75	-108.83333333333333	DN54os	7.071	20170523	PSK31	40.083333333333336	-77.08333333333333
1100	VA2YLB	45.791666666666664	-74.0	FN35at	7.071	20170518	PSK31	40.083333333333336	-77.08333333333333
1101	KB8BIP	38.416666666666664	-82.25	EM88vk	7.071	20170518	SSB	40.083333333333336	-77.08333333333333
1102	K5KPE	36.416666666666664	-94.33333333333333	EM26uk	7.223	20170514	SSB	40.083333333333336	-77.08333333333333
1103	KB1EOF	42.916666666666664	-71.16666666666667	FN42kw	7.074	20170514	PSK31	40.083333333333336	-77.08333333333333
1104	K0ZKK	45.583333333333336	-95.58333333333333	EN25fo	7.071	20170514	PSK31	40.083333333333336	-77.08333333333333
1105	R6AV	45.625	38.916666666666664	KN95lp	7.072	20170513	PSK31	40.083333333333336	-77.08333333333333
1106	RA6ASU	45.791666666666664	39.0	KN95mt	7.072	20170513	PSK31	40.083333333333336	-77.08333333333333
1107	KC3FL	28.875	-82.33333333333333	EL88uv	7.072	20170510	PSK31	40.083333333333336	-77.08333333333333
1108	N8MAS	39.416666666666664	-83.91666666666667	EM89bk	7.215	20170508	SSB	40.083333333333336	-77.08333333333333
1109	VA3XDX	43.75	-79.75	FN03ds	7.261	20170417	SSB	40.083333333333336	-77.08333333333333
1110	K4WP	32.208333333333336	-81.5	EM92gf	7.237	20170415	SSB	40.083333333333336	-77.08333333333333
